UserId:ItemId,Prediction
u0007579:i0080120,6.82864
u0007579:i0091763,7.31728
u0007579:i0140627,6.21616
u0007579:i0359950,6.64018
u0007579:i0458481,5.9059
u0007579:i0472399,5.59782
u0007579:i0831387,5.69645
u0007579:i0954947,6.14757
u0007579:i1020072,7.02861
u0007579:i1067765,5.65433
u0007579:i1093357,4.22251
u0007579:i1126590,6.56385
u0007579:i1132285,4.89117
u0007579:i1174730,6.84919
u0007579:i1211956,5.92195
u0007579:i1216491,5.96479
u0007579:i1247690,4.63521
u0007579:i1270262,6.39911
u0007579:i1274586,5.63575
u0007579:i1440728,5.68454
u0007579:i1477855,5.62552
u0007579:i1496422,5.59098
u0007579:i1515091,6.65349
u0007579:i1528100,5.30665
u0007579:i1560747,6.22646
u0007579:i1582268,6.21616
u0007579:i1612774,5.81078
u0007579:i1617661,6.21616
u0007579:i1631867,7.00831
u0007579:i1647668,6.60457
u0007579:i1663207,4.91206
u0007579:i1704573,6.0342
u0007579:i1709143,5.10953
u0007579:i1726592,5.47724
u0007579:i1731141,5.86128
u0007579:i1742044,6.66498
u0007579:i1748179,5.45828
u0007579:i1767372,6.21616
u0007579:i1791528,6.07212
u0007579:i1809398,6.4607
u0007579:i1839482,5.99712
u0007579:i1845849,5.22464
u0007579:i1872194,6.70828
u0007579:i1877832,7.35734
u0007579:i1881002,6.21616
u0007579:i1930546,4.91284
u0007579:i1932718,5.70624
u0007579:i1945062,4.45204
u0007579:i1951095,5.71686
u0007579:i1967545,6.36417
u0007579:i2039393,5.6097
u0007579:i2078552,6.38646
u0007579:i2081437,5.16439
u0007579:i2106361,5.26032
u0007579:i2170439,5.69962
u0007579:i2177771,5.52953
u0007579:i2182972,6.21616
u0007579:i2199571,6.21616
u0007579:i2234025,6.16323
u0007579:i2235779,5.01103
u0007579:i2274570,5.51547
u0007579:i2294449,6.4156
u0007579:i2305051,6.96697
u0007579:i2308260,4.98036
u0007579:i2321549,6.22543
u0007579:i2352802,5.33119
u0007579:i2359024,6.79181
u0007579:i2364975,6.39527
u0007579:i2380247,7.12933
u0007579:i2381941,6.21616
u0007579:i2393845,6.21616
u0007579:i2404311,5.82922
u0007579:i2417154,6.21616
u0007579:i2479800,5.74939
u0007579:i2557490,5.12737
u0007579:i2561572,6.21616
u0007579:i2562232,7.52978
u0007579:i2614684,6.76465
u0007579:i2637294,6.21616
u0007579:i2652092,6.63253
u0007579:i2713180,6.81342
u0007579:i2718492,6.68753
u0007579:i2737050,6.76678
u0007579:i2756032,6.60283
u0007579:i2784678,6.12825
u0007579:i2788716,5.89952
u0007579:i2802144,5.8665
u0007579:i2802154,7.2603
u0007579:i2872718,7.32046
u0007579:i2872750,6.21616
u0007579:i2887322,5.54476
u0007579:i2911666,6.23861
u0007579:i2948266,5.82879
u0007579:i2977110,6.21616
u0007579:i2980516,7.0945
u0007579:i3045616,6.21616
u0007579:i3079016,6.21616
u0007579:i3093546,6.47777
u0007579:i3110770,6.21616
u0007579:i3139538,6.21616
u0007579:i3152624,6.21616
u0007579:i3179568,5.63956
u0007579:i3203616,6.21616
u0007579:i3233418,6.21616
u0007579:i3235888,7.79082
u0007579:i3264102,6.90474
u0007579:i3318750,5.55893
u0007579:i3442006,6.21136
u0007579:i3560686,7.18241
u0007579:i3593666,6.21616
u0007579:i3607812,6.21616
u0007592:i0250258,7.14855
u0007592:i0981227,6.80064
u0007592:i1371150,6.57111
u0007592:i1550312,7.31763
u0007592:i1791528,6.90756
u0007592:i2042568,6.90347
u0007592:i3045616,6.95281
u0007600:i0025452,6.68858
u0007600:i0026029,7.62728
u0007600:i0030341,8.0392
u0007600:i0030643,7.92074
u0007600:i0031514,6.97493
u0007600:i0032976,7.9377
u0007600:i0033873,7.423
u0007600:i0037469,7.65259
u0007600:i0038787,7.63935
u0007600:i0038988,8.14625
u0007600:i0038991,7.30053
u0007600:i0039211,7.52807
u0007600:i0039305,6.31407
u0007600:i0039768,7.06159
u0007600:i0040636,7.26258
u0007600:i0042192,7.94511
u0007600:i0043338,7.81206
u0007600:i0043859,6.88783
u0007600:i0043955,7.06159
u0007600:i0044533,7.06159
u0007600:i0045897,6.62612
u0007600:i0047417,6.66744
u0007600:i0053779,7.40177
u0007600:i0063442,8.14677
u0007600:i0065462,6.40777
u0007600:i0067065,7.51552
u0007600:i0068408,7.11352
u0007600:i0068698,7.06159
u0007600:i0069768,6.85203
u0007600:i0069792,5.8939
u0007600:i0070130,7.20386
u0007600:i0070510,7.91128
u0007600:i0071771,8.03822
u0007600:i0077588,6.89756
u0007600:i0081283,7.98797
u0007600:i0082933,6.29291
u0007600:i0083944,7.98767
u0007600:i0086617,7.01564
u0007600:i0086873,6.93613
u0007600:i0087451,7.34305
u0007600:i0087928,6.91874
u0007600:i0088011,7.29278
u0007600:i0088944,7.15093
u0007600:i0089822,4.92503
u0007600:i0089869,7.05639
u0007600:i0089880,6.56855
u0007600:i0089941,7.92688
u0007600:i0091203,6.9988
u0007600:i0091538,7.42636
u0007600:i0091777,6.42611
u0007600:i0092494,7.04504
u0007600:i0092641,7.06159
u0007600:i0093660,7.06159
u0007600:i0093756,5.26149
u0007600:i0093773,8.13582
u0007600:i0093870,7.76815
u0007600:i0094746,7.0987
u0007600:i0095631,7.78154
u0007600:i0095647,8.18853
u0007600:i0095882,5.59985
u0007600:i0095956,6.26457
u0007600:i0096463,7.34622
u0007600:i0097889,7.03479
u0007600:i0098105,6.61429
u0007600:i0098439,6.90919
u0007600:i0099077,7.82842
u0007600:i0099292,6.90746
u0007600:i0099703,7.16021
u0007600:i0099819,7.1898
u0007600:i0100143,7.09733
u0007600:i0100403,6.98711
u0007600:i0100502,6.17368
u0007600:i0100802,7.58879
u0007600:i0102592,6.86985
u0007600:i0105414,6.8758
u0007600:i0106697,6.85895
u0007600:i0107978,4.87959
u0007600:i0108399,7.98593
u0007600:i0110538,5.78991
u0007600:i0110684,6.5009
u0007600:i0110857,5.38893
u0007600:i0111257,7.80888
u0007600:i0111503,7.65451
u0007600:i0113243,7.00349
u0007600:i0113845,7.60059
u0007600:i0118556,6.83626
u0007600:i0118880,6.90646
u0007600:i0120201,7.38898
u0007600:i0120399,6.61182
u0007600:i0120613,7.06159
u0007600:i0120890,6.87665
u0007600:i0120906,7.4965
u0007600:i0122690,7.23003
u0007600:i0124298,7.18415
u0007600:i0126886,7.23018
u0007600:i0167190,6.84611
u0007600:i0204946,6.46709
u0007600:i0208092,7.98583
u0007600:i0214388,6.23628
u0007600:i0215129,6.76909
u0007600:i0250224,6.27236
u0007600:i0251075,7.0395
u0007600:i0266697,8.09209
u0007600:i0338013,7.83323
u0007600:i0369610,7.06159
u0007600:i0375912,7.40958
u0007600:i0378194,8.22876
u0007600:i0396269,7.22179
u0007600:i0399146,7.33402
u0007600:i0403508,6.78817
u0007600:i0405422,7.15016
u0007600:i0411477,7.36918
u0007600:i0420238,5.34833
u0007600:i0443465,7.06159
u0007600:i0451079,6.51419
u0007600:i0470752,7.06159
u0007600:i0489049,6.57496
u0007600:i0499549,7.7095
u0007600:i0816692,8.81311
u0007600:i0884732,7.22594
u0007600:i0949731,4.53183
u0007600:i1020072,7.75379
u0007600:i1100089,7.31991
u0007600:i1109624,7.43204
u0007600:i1119646,7.33596
u0007600:i1126590,7.34072
u0007600:i1134664,6.45042
u0007600:i1156398,7.35765
u0007600:i1160996,5.64722
u0007600:i1173745,7.88567
u0007600:i1205558,5.77858
u0007600:i1230414,7.10539
u0007600:i1242599,6.5039
u0007600:i1247690,5.20885
u0007600:i1392190,7.06159
u0007600:i1392214,7.98284
u0007600:i1411697,6.02468
u0007600:i1424381,6.30099
u0007600:i1439572,7.56925
u0007600:i1514041,6.32884
u0007600:i1535108,6.47122
u0007600:i1560747,7.01297
u0007600:i1567437,7.06159
u0007600:i1568343,6.97271
u0007600:i1594562,4.99383
u0007600:i1598642,7.06159
u0007600:i1638002,6.63815
u0007600:i1655441,7.06159
u0007600:i1661820,7.06159
u0007600:i1666801,7.06159
u0007600:i1730714,7.06159
u0007600:i1763303,6.10953
u0007600:i1791528,6.92049
u0007600:i1791682,6.71105
u0007600:i1809398,7.09512
u0007600:i1823672,7.06159
u0007600:i1881002,7.06159
u0007600:i1935302,7.06159
u0007600:i1945084,7.06159
u0007600:i1951261,5.4439
u0007600:i1951265,6.57498
u0007600:i1954315,7.46374
u0007600:i1980209,6.21233
u0007600:i1990314,7.16035
u0007600:i1999987,6.43705
u0007600:i2034031,6.61216
u0007600:i2039393,6.30226
u0007600:i2084970,8.07933
u0007600:i2096672,5.67767
u0007600:i2097298,7.06159
u0007600:i2101441,5.27295
u0007600:i2101569,7.62287
u0007600:i2126355,7.06159
u0007600:i2139555,7.11337
u0007600:i2141751,7.3427
u0007600:i2170439,6.22181
u0007600:i2170593,7.36858
u0007600:i2179136,7.6838
u0007600:i2180411,6.56933
u0007600:i2199571,7.06159
u0007600:i2224026,7.06159
u0007600:i2236054,6.60486
u0007600:i2238050,6.18587
u0007600:i2245084,7.59903
u0007600:i2261331,7.75021
u0007600:i2275946,6.93769
u0007600:i2305051,7.68665
u0007600:i2309224,7.78158
u0007600:i2310332,7.02102
u0007600:i2316868,7.06159
u0007600:i2317225,6.05085
u0007600:i2322441,7.06159
u0007600:i2325977,7.06159
u0007600:i2334873,7.44982
u0007600:i2339741,5.91881
u0007600:i2350496,7.68425
u0007600:i2355495,6.67389
u0007600:i2366608,7.06159
u0007600:i2374902,7.01032
u0007600:i2381249,7.06159
u0007600:i2381941,7.06159
u0007600:i2389182,7.54152
u0007600:i2393845,7.06159
u0007600:i2401181,6.43397
u0007600:i2402101,7.06159
u0007600:i2414766,7.5516
u0007600:i2436386,7.06159
u0007600:i2446042,5.39887
u0007600:i2452254,7.86831
u0007600:i2473602,7.40894
u0007600:i2473794,7.50435
u0007600:i2474024,7.76591
u0007600:i2505294,8.36251
u0007600:i2513092,6.29624
u0007600:i2555736,7.06159
u0007600:i2561572,7.06159
u0007600:i2562232,8.33121
u0007600:i2570858,7.06159
u0007600:i2582802,8.78088
u0007600:i2637276,7.06159
u0007600:i2637294,7.06159
u0007600:i2639344,7.74598
u0007600:i2650978,6.72556
u0007600:i2652092,7.31966
u0007600:i2692250,5.90936
u0007600:i2717822,4.80679
u0007600:i2720680,6.45685
u0007600:i2758880,8.43044
u0007600:i2788716,6.63168
u0007600:i2790236,7.06159
u0007600:i2799166,5.36374
u0007600:i2802136,7.06159
u0007600:i2802144,6.52514
u0007600:i2802154,8.14379
u0007600:i2820852,7.06159
u0007600:i2848292,7.06159
u0007600:i2866360,7.4685
u0007600:i2872718,8.18625
u0007600:i2908446,7.06159
u0007600:i2910508,7.06159
u0007600:i2911666,6.91586
u0007600:i2935476,7.06159
u0007600:i2937898,7.18971
u0007600:i2948790,7.06159
u0007600:i2962876,7.06159
u0007600:i2967224,7.06159
u0007600:i2967988,7.06159
u0007600:i2980472,7.06159
u0007600:i2980516,7.8249
u0007600:i2994190,6.97812
u0007600:i2996684,6.60577
u0007600:i3007512,7.30891
u0007600:i3011894,8.23787
u0007600:i3079380,7.06159
u0007600:i3177316,6.62096
u0007600:i3205376,7.06159
u0007600:i3235888,8.58228
u0007600:i3263614,7.04315
u0007600:i3279124,7.06159
u0007600:i3316960,7.91479
u0007600:i3387648,7.35971
u0007600:i3395184,7.06159
u0007600:i3409392,6.78747
u0007600:i3450650,7.06159
u0007600:i3472226,7.06159
u0007600:i3549508,7.81475
u0007600:i3612616,7.9669
u0007600:i3630276,7.49963
u0007600:i3675568,7.06159
u0007600:i3713166,7.06159
u0007600:i3799372,7.06159
u0007600:i3813310,7.06159
u0007600:i4044364,8.12248
u0007602:i0108052,8.70952
u0007602:i1872194,7.28886
u0007602:i2726560,7.04809
u0007614:i0069293,7.82372
u0007614:i0083658,8.2218
u0007614:i0111161,9.11618
u0007614:i0307479,6.17602
u0007614:i1226774,7.60135
u0007614:i1740047,6.99994
u0007614:i2967006,7.35931
u0007633:i0369610,7.0229
u0007633:i0478970,7.0229
u0007633:i1340138,7.0229
u0007633:i1392190,7.0229
u0007633:i1674771,7.0229
u0007633:i2096673,7.0229
u0007633:i2126355,7.0229
u0007633:i2179136,8.08635
u0007633:i2293640,7.0229
u0007633:i2381249,7.0229
u0007633:i2713180,7.66965
u0007633:i2872718,8.19374
u0007656:i0040746,8.03508
u0007656:i0050976,7.56707
u0007656:i0063611,7.29617
u0007656:i0088680,7.84344
u0007656:i0116752,7.6947
u0007656:i0118884,7.59143
u0007656:i0118929,7.91477
u0007656:i0188913,7.29617
u0007656:i0370986,7.62103
u0007656:i0470752,7.29617
u0007656:i0945513,7.84535
u0007656:i1567437,7.29617
u0007656:i1612774,6.87256
u0007656:i1706593,7.25727
u0007656:i1925421,7.91739
u0007656:i2084970,8.36514
u0007656:i2113681,7.07436
u0007656:i2382422,7.29617
u0007656:i2397535,7.64981
u0007656:i2562232,8.38298
u0007656:i2669336,6.9946
u0007656:i2866360,7.26088
u0007656:i3472226,7.29617
u0007657:i0816692,9.47669
u0007657:i1398426,8.27565
u0007657:i1809398,8.89755
u0007657:i2980516,9.2526
u0007659:i2562232,8.38298
u0007659:i2820852,7.29617
u0007659:i2980516,8.15268
u0007687:i0107207,8.20371
u0007687:i0120731,8.44226
u0007687:i0172495,8.48174
u0007687:i0381849,7.10893
u0007687:i1065073,8.32303
u0007687:i1211956,6.04345
u0007687:i1392214,7.86168
u0007687:i1433811,7.45204
u0007687:i1853728,8.21808
u0007716:i0369610,7.84809
u0007716:i0816692,9.25482
u0007716:i1790864,8.29994
u0007716:i1964418,7.84809
u0007716:i2096672,7.22029
u0007716:i2179136,8.28563
u0007716:i2290828,8.56788
u0007716:i2305051,8.42566
u0007731:i0816692,9.89514
u0007731:i0829150,7.09297
u0007731:i1454468,9.31634
u0007731:i2184339,6.87246
u0007731:i2355495,7.92705
u0007731:i2390361,8.43569
u0007753:i0816692,8.55468
u0007753:i2338151,8.58518
u0007753:i2758880,8.57264
u0007765:i0119822,8.26635
u0007765:i0395972,7.77435
u0007765:i0414993,7.77241
u0007765:i1360860,8.38811
u0007765:i1809398,7.58586
u0007765:i1931533,7.26186
u0007765:i2170593,7.66408
u0007765:i2785032,7.38489
u0007765:i2797106,7.9867
u0007765:i2980516,8.15268
u0007765:i3011894,8.28324
u0007765:i3153634,7.29617
u0007796:i0369610,7.73146
u0007796:i0816692,9.04619
u0007796:i1392190,7.73146
u0007796:i2395427,7.73146
u0007808:i0470752,6.7293
u0007808:i1392190,6.7293
u0007808:i2350496,7.29168
u0007808:i2381249,6.7293
u0007808:i2395427,6.7293
u0007808:i3168230,6.7293
u0007808:i3495030,6.7293
u0007808:i3767372,6.7293
u0007808:i4178092,6.7293
u0007808:i4430212,6.7293
u0007808:i4635372,6.7293
u0007829:i0275277,8.28746
u0007829:i0804497,7.35974
u0007829:i0903624,7.8518
u0007829:i0993846,8.34471
u0007829:i1136608,7.90333
u0007829:i1170358,8.12212
u0007829:i1392170,7.35589
u0007829:i1646971,8.2206
u0007829:i1666801,7.29617
u0007829:i1790864,7.28005
u0007829:i1840309,7.26871
u0007829:i1843866,8.0264
u0007829:i1877832,8.32155
u0007829:i1951264,7.91562
u0007829:i2015381,8.26975
u0007829:i2245084,8.12443
u0007829:i2310332,7.69474
u0007829:i2446042,6.56799
u0007829:i2911666,7.38147
u0007831:i1109624,7.85391
u0007831:i1392190,7.48473
u0007831:i1809398,7.98858
u0007831:i1921149,7.50963
u0007831:i1956620,6.31496
u0007831:i1964418,7.48473
u0007831:i1972779,7.40721
u0007831:i1980929,8.09734
u0007831:i2024544,8.60087
u0007831:i2084970,8.66014
u0007831:i2140619,7.36601
u0007831:i2231253,7.48473
u0007831:i2322441,7.48473
u0007831:i2381249,7.48473
u0007831:i2395427,7.48473
u0007831:i2446042,7.45882
u0007831:i2802144,7.35193
u0007831:i2820852,7.48473
u0007831:i3516378,7.59475
u0007839:i2084970,7.94115
u0007839:i2562232,8.23125
u0007839:i2582802,8.60618
u0007843:i0816692,10
u0007843:i1823672,9.09872
u0007843:i2802144,8.66145
u0007843:i2980516,10
u0007845:i0180093,8.13659
u0007845:i0405094,8.51044
u0007845:i2637276,7.29617
u0007852:i0365907,6.68739
u0007852:i0375063,7.35312
u0007852:i0455944,7.4682
u0007852:i0470752,7.17404
u0007852:i1291150,6.36498
u0007852:i1567437,7.17404
u0007852:i1600196,6.99993
u0007852:i1626146,5.84183
u0007852:i1631867,7.97621
u0007852:i1790864,7.14319
u0007852:i1823672,7.17404
u0007852:i2015381,8.31495
u0007852:i2103281,8.00346
u0007852:i2310332,7.58541
u0007852:i2436386,7.17404
u0007852:i2713180,7.68027
u0007852:i2872732,6.46913
u0007852:i3416742,7.90493
u0007924:i1065073,8.26147
u0007924:i2084970,8.36514
u0007924:i2179136,7.77274
u0007924:i2267998,8.28202
u0007924:i2911666,7.38147
u0007937:i1655441,7.04114
u0007937:i1823664,6.04606
u0007937:i2203939,7.04212
u0007967:i1964418,7.29617
u0007967:i2126355,7.29617
u0007967:i2848292,7.29617
u0007988:i0369610,7.29617
u0007988:i0478970,7.29617
u0007988:i2096673,7.29617
u0007988:i3622592,7.29617
u0008003:i1398426,7.29617
u0008003:i1798684,7.29617
u0008003:i2679042,7.29617
u0008061:i0088763,8.71688
u0008061:i0096874,8.01732
u0008061:i0099088,7.86453
u0008061:i0461770,7.71566
u0008061:i0837562,7.15679
u0008061:i2294629,7.92264
u0008061:i3369806,7.29617
u0008061:i3863552,7.29617
u0008061:i4007502,7.29617
u0008066:i0076759,8.39654
u0008066:i0096754,7.81936
u0008066:i0107290,8.23307
u0008066:i0114367,6.99096
u0008066:i0118655,7.19768
u0008066:i0120844,6.48912
u0008066:i0120877,6.52248
u0008066:i0129387,7.64096
u0008066:i0145531,7.80204
u0008066:i0145660,7.38535
u0008066:i0149261,6.15228
u0008066:i0163651,7.41479
u0008066:i0177789,7.75746
u0008066:i0200465,7.41059
u0008066:i0212720,7.23385
u0008066:i0253754,6.73474
u0008066:i0267626,7.29074
u0008066:i0295178,7.32551
u0008066:i0369610,6.94718
u0008066:i0371746,7.76917
u0008066:i0425430,6.92064
u0008066:i0439815,6.12197
u0008066:i0455944,7.43988
u0008066:i0458413,6.14676
u0008066:i0470752,6.94718
u0008066:i0796366,7.77561
u0008066:i0800080,6.72878
u0008066:i0816692,8.6298
u0008066:i0829150,6.16292
u0008066:i0831387,6.68957
u0008066:i0887912,7.61553
u0008066:i0914863,7.45395
u0008066:i0942385,7.08718
u0008066:i0988045,7.5121
u0008066:i1121096,4.96184
u0008066:i1205537,6.50087
u0008066:i1220198,5.64486
u0008066:i1234721,6.48359
u0008066:i1276104,7.2557
u0008066:i1392190,6.94718
u0008066:i1418377,5.33651
u0008066:i1441395,6.25381
u0008066:i1446714,6.65183
u0008066:i1464580,6.94779
u0008066:i1515091,7.26775
u0008066:i1524930,6.94718
u0008066:i1587310,7.10313
u0008066:i1617661,6.94718
u0008066:i1622547,5.5753
u0008066:i1626146,6.38876
u0008066:i1631867,7.92678
u0008066:i1650062,7.12561
u0008066:i1673434,6.2515
u0008066:i1790864,7.11127
u0008066:i1823672,6.94718
u0008066:i1840309,7.03531
u0008066:i1877832,8.27016
u0008066:i1935302,6.94718
u0008066:i1939659,6.20904
u0008066:i1951265,6.78079
u0008066:i1957938,6.94718
u0008066:i2015381,8.2213
u0008066:i2109248,6.23213
u0008066:i2126355,6.94718
u0008066:i2145829,6.94718
u0008066:i2209764,6.34031
u0008066:i2321549,7.25419
u0008066:i2369317,6.53412
u0008066:i2387433,6.43796
u0008066:i2397535,7.49446
u0008066:i2436386,6.94718
u0008066:i2510434,5.13265
u0008066:i2557490,6.19934
u0008066:i2669336,6.94269
u0008066:i2717822,5.24927
u0008066:i2788710,6.71471
u0008066:i2802144,6.77478
u0008066:i2872732,6.37317
u0008066:i2908446,6.94718
u0008066:i2911666,7.19658
u0008066:i2960930,5.91129
u0008066:i2962726,5.00389
u0008066:i2980592,6.52118
u0008066:i3277552,6.94718
u0008066:i3416742,8.03625
u0008066:i3479316,6.94718
u0008090:i0118884,6.90834
u0008090:i0816692,7.3218
u0008090:i1392190,6.43511
u0008090:i1823672,6.43511
u0008090:i2209764,5.33398
u0008090:i2452200,5.88645
u0008090:i3042408,6.77211
u0008090:i3404158,6.55345
u0008120:i0079501,8.16623
u0008120:i0113855,7.79242
u0008120:i0369610,7.32212
u0008120:i0416449,8.50169
u0008120:i0478970,7.32212
u0008120:i0800320,7.04379
u0008120:i1253863,7.75724
u0008120:i1340138,7.32212
u0008120:i1646987,6.87345
u0008120:i1650554,7.81087
u0008120:i1726669,7.22858
u0008120:i1870419,6.86613
u0008120:i1921064,6.94038
u0008120:i2096673,7.32212
u0008120:i2172934,7.33526
u0008120:i2245084,8.60121
u0008120:i2267998,8.74691
u0008120:i2294449,8.02609
u0008120:i2321549,7.92069
u0008120:i2395427,7.32212
u0008120:i2446042,7.9236
u0008120:i2832470,8.70584
u0008173:i0057115,8.37807
u0008173:i0060196,8.88559
u0008173:i0097239,7.91778
u0008173:i0110912,8.63344
u0008173:i0119174,7.85958
u0008173:i0816692,8.84234
u0008173:i0974014,7.04323
u0008173:i1600196,7.03903
u0008173:i2310332,7.24119
u0008173:i2561572,7.48146
u0008173:i2562232,8.32333
u0008173:i2713180,7.70279
u0008188:i0107290,8.49268
u0008188:i0119567,6.93839
u0008188:i0163025,6.31567
u0008188:i0348150,6.67479
u0008188:i0363771,7.91947
u0008188:i0386005,7.73967
u0008188:i0454876,8.11494
u0008188:i0455944,7.56971
u0008188:i0470752,7.29617
u0008188:i0472399,6.87154
u0008188:i0499448,7.19839
u0008188:i0837562,7.15679
u0008188:i0878804,8.29929
u0008188:i0947798,8.14285
u0008188:i0980970,6.97767
u0008188:i1045658,8.08338
u0008188:i1109624,7.66517
u0008188:i1211956,7.1881
u0008188:i1291150,6.63557
u0008188:i1462769,7.37067
u0008188:i1538403,6.65367
u0008188:i1606389,7.25723
u0008188:i1631867,7.97601
u0008188:i1637725,6.99571
u0008188:i1790864,7.28005
u0008188:i1800241,7.56136
u0008188:i1823672,7.29617
u0008188:i1860353,6.9168
u0008188:i1877832,8.32155
u0008188:i1951265,7.00955
u0008188:i2015381,8.26975
u0008188:i2103281,8.00762
u0008188:i2179136,7.77274
u0008188:i2245084,8.12443
u0008188:i2278388,8.1974
u0008188:i2294449,7.47035
u0008188:i2333784,6.50756
u0008188:i2562232,8.38298
u0008188:i2582846,8.14566
u0008188:i2692250,6.7152
u0008188:i2713180,7.85155
u0008188:i2802144,6.842
u0008188:i2820852,7.29617
u0008188:i2872732,6.63467
u0008188:i2908446,7.29617
u0008189:i0078718,7.71241
u0008189:i0081505,8.25714
u0008189:i0139654,7.76227
u0008189:i0162222,8.06239
u0008189:i0268978,8.37864
u0008189:i0361748,8.10255
u0008189:i0407887,8.57559
u0008189:i1010048,8.14869
u0008189:i1100089,7.14647
u0008189:i2084970,8.36514
u0008189:i2381249,7.29617
u0008189:i2562232,8.38298
u0008189:i2820852,7.29617
u0008189:i3007512,7.89597
u0008189:i3863552,7.29617
u0008207:i1531924,6.73883
u0008207:i1821549,7.53495
u0008207:i3164198,6.73883
u0008220:i0093058,8.75763
u0008220:i0405159,8.9859
u0008220:i2446600,9.00082
u0008220:i2637276,7.96755
u0008220:i4293752,7.96755
u0008233:i0094721,8.87786
u0008233:i0098439,7.92037
u0008233:i0099685,9.32847
u0008233:i0112641,9.14737
u0008233:i0118147,8.37711
u0008233:i0119081,7.66522
u0008233:i0246578,8.7759
u0008233:i0462538,8.09803
u0008233:i1340138,8.01118
u0008233:i1398426,8.01118
u0008233:i1823672,8.01118
u0008233:i2106476,9.04774
u0008233:i2179136,8.5897
u0008233:i2334649,8.53629
u0008233:i2381249,8.01118
u0008233:i2395427,8.01118
u0008233:i2397535,8.433
u0008233:i2802144,7.54749
u0008233:i2820852,8.01118
u0008233:i2911666,8.05094
u0008259:i0119643,6.5005
u0008259:i0120755,4.88585
u0008259:i0268978,7.36864
u0008259:i0369610,6.07536
u0008259:i0758746,4.19733
u0008259:i0948470,5.95908
u0008259:i1340138,6.07536
u0008259:i1798684,6.07536
u0008259:i1945044,6.07536
u0008259:i2179136,6.7962
u0008259:i2199571,6.07536
u0008259:i2870612,5.3879
u0008259:i2911668,6.07536
u0008259:i3079380,6.07536
u0008259:i3247714,6.07536
u0008269:i1617661,7.29617
u0008269:i1661199,7.29617
u0008269:i1823672,7.29617
u0008269:i2381941,7.29617
u0008269:i2802144,6.842
u0008328:i0470752,7.29617
u0008328:i0816692,8.55468
u0008328:i0945513,7.84535
u0008328:i1454468,8.24055
u0008328:i1483013,7.13329
u0008328:i1535108,7.06462
u0008328:i1631867,7.97601
u0008328:i1663662,7.34886
u0008328:i1706620,7.27326
u0008328:i1798709,8.07389
u0008328:i2184339,5.91091
u0008328:i2245084,8.12443
u0008328:i2333804,6.59103
u0008328:i2397535,7.64981
u0008328:i2562232,8.38298
u0008328:i2582802,8.68345
u0008328:i2802144,6.842
u0008328:i2872718,8.12337
u0008328:i2911666,7.38147
u0008328:i2975578,7.05515
u0008365:i0816442,7.79314
u0008365:i0816692,8.55468
u0008365:i2084970,8.36514
u0008448:i0107290,7.98552
u0008448:i0121765,6.32975
u0008448:i0314166,6.85349
u0008448:i0907657,7.31583
u0008448:i1109624,7.24705
u0008448:i1198156,7.76031
u0008448:i1204977,5.10268
u0008448:i1334537,6.87448
u0008448:i1392190,6.85349
u0008448:i1470023,6.04106
u0008448:i1588173,6.84984
u0008448:i1661199,6.85349
u0008448:i1666801,6.85349
u0008448:i1964418,6.85349
u0008448:i1980929,7.21346
u0008448:i2322441,6.85349
u0008448:i2381249,6.85349
u0008448:i2639344,7.41685
u0008448:i2753778,6.85349
u0008448:i2799166,5.45689
u0008448:i2870612,6.42757
u0008448:i3235888,8.33121
u0008448:i3387648,7.25398
u0008448:i3472226,6.85349
u0008448:i3504048,6.59122
u0008448:i3817848,6.33973
u0008448:i3836308,6.85349
u0008471:i2084970,8.55751
u0008471:i2096672,7.12821
u0008471:i2980516,8.40904
u0008471:i3045616,7.58917
u0008494:i0103639,8.5151
u0008494:i0117060,7.68985
u0008494:i0333766,7.74464
u0008494:i0396269,7.78512
u0008494:i1109624,7.9431
u0008494:i1234548,7.1199
u0008494:i1313139,6.61197
u0008494:i1320239,7.57826
u0008494:i1371150,7.3153
u0008494:i1412386,7.98116
u0008494:i1567437,7.61851
u0008494:i1605783,7.85442
u0008494:i1638355,7.61851
u0008494:i1655441,7.61851
u0008494:i1843866,8.24769
u0008494:i2015381,8.4618
u0008494:i2096673,7.61851
u0008494:i2180411,6.93118
u0008494:i2381249,7.61851
u0008494:i2637276,7.61851
u0008494:i2637294,7.61851
u0008494:i2725962,7.11981
u0008494:i2802144,7.27545
u0008494:i3152624,7.61851
u0008494:i3416742,8.23814
u0008494:i3759416,7.62835
u0008494:i4785358,7.61851
u0008502:i0076759,9.08074
u0008502:i0119643,8.33683
u0008502:i0414387,8.28232
u0008502:i0468569,9.38632
u0008502:i0884732,8.47055
u0008502:i1798684,8.0617
u0008502:i1872194,8.4706
u0008502:i2084970,8.90358
u0008502:i2245084,8.75779
u0008502:i2310332,8.31846
u0008502:i2562232,8.97554
u0008502:i2582802,9.24749
u0008502:i2726560,8.0617
u0008502:i2802144,7.44169
u0008502:i2908446,8.0617
u0008502:i2937898,8.09159
u0008502:i3622592,8.0617
u0008515:i0295297,7.67241
u0008515:i0926084,7.99905
u0008515:i1086772,7.02676
u0008515:i1659337,8.10199
u0008515:i1790864,7.28005
u0008515:i1872194,7.88636
u0008515:i2267998,8.28202
u0008515:i2562232,8.38298
u0008515:i2582846,8.14566
u0008515:i2802144,6.842
